"","word","n"
"1630","govt",4
"1631","grand",4
"1632","gravity",4
"1633","grl",4
"1634","ham",4
"1635","handle",4
"1636","hanging",4
"1637","happend",4
"1638","harry",4
"1639","hasn",4
"1640","height",4
"1641","hill",4
"1642","hip",4
"1643","hols",4
"1644","hug",4
"1645","ibiza",4
"1646","idiot",4
"1647","idk",4
"1648","inches",4
"1649","indians",4
"1650","inform",4
"1651","instituitions",4
"1652","intelligent",4
"1653","interview",4
"1654","iq",4
"1655","iz",4
"1656","jada",4
"1657","jamster",4
"1658","jen",4
"1659","jess",4
"1660","jokes",4
"1661","journey",4
"1662","june",4
"1663","kettoda",4
"1664","key",4
"1665","kidz",4
"1666","kisses",4
"1667","kusruthi",4
"1668","lab",4
"1669","largest",4
"1670","laughing",4
"1671","lecture",4
"1672","legal",4
"1673","letter",4
"1674","letters",4
"1675","lie",4
"1676","lives",4
"1677","losing",4
"1678","loss",4
"1679","lucozade",4
"1680","m263uz",4
"1681","machan",4
"1682","manda",4
"1683","mas",4
"1684","masters",4
"1685","matured",4
"1686","meal",4
"1687","med",4
"1688","meetin",4
"1689","membership",4
"1690","milk",4
"1691","mmm",4
"1692","moby",4
"1693","moji",4
"1694","msgrcvdhg",4
"1695","mt",4
"1696","mtmsgrcvd18",4
"1697","mummy",4
"1698","mumtaz",4
"1699","netcollex",4
"1700","note",4
"1701","ntwk",4
"1702","nyc",4
"1703","oni",4
"1704","oru",4
"1705","outta",4
"1706","pack",4
"1707","package",4
"1708","pages",4
"1709","paris",4
"1710","passed",4
"1711","perfect",4
"1712","pg",4
"1713","pie",4
"1714","pig",4
"1715","played",4
"1716","pod",4
"1717","porn",4
"1718","ppm",4
"1719","practice",4
"1720","preferably",4
"1721","prepare",4
"1722","profit",4
"1723","public",4
"1724","purchase",4
"1725","purity",4
"1726","purpose",4
"1727","queen",4
"1728","quit",4
"1729","radio",4
"1730","raise",4
"1731","rally",4
"1732","reasons",4
"1733","recd",4
"1734","received",4
"1735","receiving",4
"1736","ref",4
"1737","refused",4
"1738","regret",4
"1739","released",4
"1740","remain",4
"1741","research",4
"1742","response",4
"1743","result",4
"1744","roger",4
"1745","ron",4
"1746","rude",4
"1747","rush",4
"1748","santa",4
"1749","saved",4
"1750","schedule",4
"1751","sept",4
"1752","series",4
"1753","settings",4
"1754","settled",4
"1755","sha",4
"1756","shame",4
"1757","shoot",4
"1758","shortly",4
"1759","si",4
"1760","skilgme",4
"1761","skype",4
"1762","smart",4
"1763","smokes",4
"1764","solve",4
"1765","songs",4
"1766","sooner",4
"1767","sore",4
"1768","spending",4
"1769","spk",4
"1770","spoken",4
"1771","step",4
"1772","str",4
"1773","subs",4
"1774","subscriber",4
"1775","sugar",4
"1776","suite",4
"1777","surprised",4
"1778","takin",4
"1779","taunton",4
"1780","tb",4
"1781","tcs",4
"1782","teaches",4
"1783","technical",4
"1784","teeth",4
"1785","temple",4
"1786","term",4
"1787","texted",4
"1788","textpod",4
"1789","thangam",4
"1790","theory",4
"1791","throat",4
"1792","throw",4
"1793","tihs",4
"1794","title",4
"1795","tkts",4
"1796","total",4
"1797","tree",4
"1798","txtin",4
"1799","tyrone",4
"1800","uncles",4
"1801","understanding",4
"1802","unique",4
"1803","unredeemed",4
"1804","upset",4
"1805","upto",4
"1806","ure",4
"1807","url",4
"1808","urn",4
"1809","vijay",4
"1810","vip",4
"1811","w1",4
"1812","w111wx",4
"1813","w1jhl",4
"1814","wah",4
"1815","waitin",4
"1816","wc1n3xx",4
"1817","wearing",4
"1818","weird",4
"1819","wkend",4
"1820","wonders",4
"1821","wrc",4
"1822","wtf",4
"1823","wylie",4
"1824","yer",4
"1825","yetunde",4
"1826","yuo",4
"1827","0207",3
"1828","07xxxxxxxxx",3
"1829","08000938767",3
"1830","0845",3
"1831","08452810073",3
"1832","08701417012",3
"1833","0871",3
"1834","08717898035",3
"1835","087187262701",3
"1836","09",3
"1837","09061209465",3
"1838","09061790121",3
"1839","09063458130",3
"1840","09066362231",3
"1841","09066612661",3
"1842","100percent",3
"1843","10k",3
"1844","114",3
"1845","121",3
"1846","125gift",3
"1847","14",3
"1848","15",3
"1849","1500",3
"1850","150ppermesssubscription",3
"1851","18yrs",3
"1852","1956669",3
"1853","2005",3
"1854","21st",3
"1855","220",3
"1856","29",3
"1857","2go",3
"1858","2morow",3
"1859","2morrow",3
"1860","2stoptxt",3
"1861","2u",3
"1862","31",3
"1863","33",3
"1864","3lp",3
"1865","3uz",3
"1866","45239",3
"1867","4mths",3
"1868","50gbp",3
"1869","50perwksub",3
"1870","5min",3
"1871","5p",3
"1872","6months",3
"1873","6pm",3
"1874","75",3
"1875","80082",3
"1876","80182",3
"1877","80878",3
"1878","81303",3
"1879","81618",3
"1880","82242",3
"1881","83222",3
"1882","84025",3
"1883","84128",3
"1884","87021",3
"1885","88066",3
"1886","88600",3
"1887","89545",3
"1888","89555",3
"1889","8wp",3
"1890","9ja",3
"1891","9t",3
"1892","aah",3
"1893","abta",3
"1894","accident",3
"1895","addie",3
"1896","adore",3
"1897","advise",3
"1898","affairs",3
"1899","album",3
"1900","alcohol",3
"1901","alfie",3
"1902","alive",3
"1903","alwys",3
"1904","american",3
"1905","anti",3
"1906","anythin",3
"1907","apologise",3
"1908","apps",3
"1909","argh",3
"1910","arng",3
"1911","art",3
"1912","arun",3
"1913","audition",3
"1914","august",3
"1915","aunty",3
"1916","auto",3
"1917","avatar",3
"1918","avent",3
"1919","bags",3
"1920","banks",3
"1921","bat",3
"1922","behave",3
"1923","bein",3
"1924","bell",3
"1925","ben",3
"1926","best1",3
"1927","beware",3
"1928","bigger",3
"1929","billed",3
"1930","birla",3
"1931","birth",3
"1932","bite",3
"1933","blah",3
"1934","blake",3
"1935","blame",3
"1936","bless",3
"1937","blessings",3
"1938","bloke",3
"1939","bloo",3
"1940","blow",3
"1941","bmw",3
"1942","boat",3
"1943","booking",3
"1944","books",3
"1945","booty",3
"1946","bottle",3
"1947","bottom",3
"1948","box95qu",3
"1949","box97n7qp",3
"1950","boye",3
"1951","brain",3
"1952","bro",3
"1953","bros",3
"1954","brothas",3
"1955","bstfrnd",3
"1956","buff",3
"1957","building",3
"1958","burger",3
"1959","business",3
"1960","butt",3
"1961","buzy",3
"1962","calicut",3
"1963","california",3
"1964","callback",3
"1965","callin",3
"1966","cann",3
"1967","captain",3
"1968","cardiff",3
"1969","cares",3
"1970","caring",3
"1971","carry",3
"1972","catching",3
"1973","caught",3
"1974","celeb",3
"1975","chain",3
"1976","challenge",3
"1977","chasing",3
"1978","chatting",3
"1979","chechi",3
"1980","cheer",3
"1981","chicken",3
"1982","chill",3
"1983","chillin",3
"1984","chosen",3
"1985","citizen",3
"1986","claire",3
"1987","cleared",3
"1988","clos1",3
"1989","cm2",3
"1990","cn",3
"1991","cock",3
"1992","collected",3
"1993","collecting",3
"1994","community",3
"1995","concentrate",3
"1996","concert",3
"1997","confirmed",3
"1998","constantly",3
"1999","contents",3
"2000","cornwall",3
"2001","crab",3
"2002","crack",3
"2003","cramps",3
"2004","cruise",3
"2005","cuddle",3
"2006","cutefrnd",3
"2007","dai",3
"2008","dark",3
"2009","dave",3
"2010","dear1",3
"2011","dearer",3
"2012","dearly",3
"2013","death",3
"2014","deliveredtomorrow",3
"2015","di",3
"2016","dick",3
"2017","diff",3
"2018","dificult",3
"2019","dignity",3
"2020","dislikes",3
"2021","display",3
"2022","distance",3
"2023","docs",3
"2024","doggy",3
"2025","doors",3
"2026","dot",3
"2027","downloads",3
"2028","dress",3
"2029","dresser",3
"2030","drinking",3
"2031","drunk",3
"2032","dsn",3
"2033","dubsack",3
"2034","eaten",3
"2035","eggs",3
"2036","enuff",3
"2037","erm",3
"2038","ese",3
"2039","euro",3
"2040","evn",3
"2041","exe",3
"2042","executive",3
"2043","exhausted",3
"2044","express",3
"2045","eye",3
"2046","failed",3
"2047","fair",3
"2048","falls",3
"2049","fancies",3
"2050","farm",3
"2051","fathima",3
"2052","fave",3
"2053","favor",3
"2054","favourite",3
"2055","fear",3
"2056","feelin",3
"2057","fees",3
"2058","fell",3
"2059","female",3
"2060","fightng",3
"2061","films",3
"2062","finishes",3
"2063","finishing",3
"2064","fish",3
"2065","fit",3
"2066","flaked",3
"2067","flash",3
"2068","flight",3
"2069","floor",3
"2070","follow",3
"2071","footprints",3
"2072","force",3
"2073","foreign",3
"2074","forevr",3
"2075","fran",3
"2076","freezing",3
"2077","frying",3
"2078","fuckin",3
"2079","ful",3
"2080","gang",3
"2081","garage",3
"2082","gardener",3
"2083","gary",3
"2084","gautham",3
"2085","gbp",3
"2086","gentleman",3
"2087","genuine",3
"2088","germany",3
"2089","gimme",3
"2090","goal",3
"2091","goodnite",3
"2092","gossip",3
"2093","grahmbell",3
"2094","gram",3
"2095","ground",3
"2096","gudnite",3
"2097","guilty",3
"2098","hahaha",3
"2099","haiz",3
"2100","halloween",3
"2101","handed",3
"2102","hardcore",3
"2103","havin",3
"2104","havnt",3
"2105","headache",3
"2106","hint",3
"2107","history",3
"2108","homeowners",3
"2109","hon",3
"2110","honeybee",3
"2111","hubby",3
"2112","husband",3
"2113","ibhltd",3
"2114","ic",3
"2115","ideas",3
"2116","ikea",3
"2117","impossible",3
"2118","in2",3
"2119","incident",3
"2120","include",3
"2121","innings",3
"2122","insha",3
"2123","instantly",3
"2124","instructions",3
"2125","invite",3
"2126","invnted",3
"2127","iouri",3
"2128","irritating",3
"2129","iscoming",3
"2130","islands",3
"2131","issue",3
"2132","itz",3
"2133","james",3
"2134","jan",3
"2135","jane",3
"2136","jason",3
"2137","jealous",3
"2138","jstfrnd",3
"2139","juicy",3
"2140","july",3
"2141","k52",3
"2142","kadeem",3
"2143","karaoke",3
"2144","keys",3
"2145","kindly",3
"2146","knowing",3
"2147","laughed",3
"2148","ldnw15h",3
"2149","le",3
"2150","legs",3
"2151","lick",3
"2152","lido",3
"2153","lifetime",3
"2154","lifpartnr",3
"2155","likes",3
"2156","lil",3
"2157","lines",3
"2158","liverpool",3
"2159","loses",3
"2160","lotr",3
"2161","loud",3
"2162","lounge",3
"2163","lousy",3
"2164","low",3
"2165","luxury",3
"2166","lvblefrnd",3
"2167","m26",3
"2168","m8",3
"2169","m8s",3
"2170","macho",3
"2171","madam",3
"2172","maga",3
"2173","magical",3
"2174","maintain",3
"2175","major",3
"2176","male",3
"2177","mall",3
"2178","maneesha",3
"2179","map",3
"2180","margaret",3
"2181","market",3
"2182","matrix3",3
"2183","max",3
"2184","measure",3
"2185","medicine",3
"2186","messenger",3
"2187","middle",3
"2188","miles",3
"2189","mini",3
"2190","minmobsmorelkpobox177hp51fl",3
"2191","missin",3
"2192","mix",3
"2193","mmmm",3
"2194","mnth",3
"2195","mobilesdirect",3
"2196","moments",3
"2197","mono",3
"2198","monthly",3
"2199","morn",3
"2200","morphine",3
"2201","moved",3
"2202","msging",3
"2203","mtmsg18",3
"2204","ne",3
"2205","neighbour",3
"2206","networking",3
"2207","networks",3
"2208","nichols",3
"2209","nokias",3
"2210","norm",3
"2211","nurungu",3
"2212","oic",3
"2213","okey",3
"2214","onwards",3
"2215","option",3
"2216","or2stoptxt",3
"2217","outstanding",3
"2218","painful",3
"2219","parked",3
"2220","parking",3
"2221","payoh",3
"2222","peace",3
"2223","pence",3
"2224","pending",3
"2225","period",3
"2226","petrol",3
"2227","ph",3
"2228","philosophy",3
"2229","phne",3
"2230","picture",3
"2231","pieces",3
"2232","pink",3
"2233","pocketbabe",3
"2234","polyph",3
"2235","pop",3
"2236","popped",3
"2237","possession",3
"2238","postcode",3
"2239","potential",3
"2240","pouts",3
"2241","praying",3
"2242","prefer",3
"2243","previous",3
"2244","previously",3
"2245","prey",3
"2246","prolly",3
"2247","promises",3
"2248","proof",3
"2249","prospects",3
"2250","prove",3
"2251","provided",3
"2252","ptbo",3
"2253","questioned",3
"2254","quickly",3
"2255","railway",3
"2256","raji",3
"2257","randomly",3
"2258","rang",3
"2259","ranjith",3
"2260","reality",3
"2261","realize",3
"2262","realized",3
"2263","recent",3
"2264","record",3
"2265","register",3
"2266","regular",3
"2267","remains",3
"2268","remembered",3
"2269","reminder",3
"2270","requests",3
"2271","responce",3
"2272","responding",3
"2273","returned",3
"2274","rich",3
"2275","ringtoneking",3
"2276","roads",3
"2277","roast",3
"2278","rofl",3
"2279","roommates",3
"2280","rule",3
"2281","runs",3
"2282","sachin",3
"2283","satisfied",3
"2284","saucy",3
"2285","scary",3
"2286","science",3
"2287","score",3
"2288","scotland",3
"2289","screen",3
"2290","se",3
"2291","seat",3
"2292","sender",3
"2293","sentence",3
"2294","senthil",3
"2295","settle",3
"2296","sh",3
"2297","sheets",3
"2298","shesil",3
"2299","shijas",3
"2300","shipping",3
"2301","shirts",3
"2302","shld",3
"2303","shortage",3
"2304","shorter",3
"2305","shot",3
"2306","shouted",3
"2307","shut",3
"2308","shy",3
"2309","sk3",3
"2310","skillgame",3
"2311","skip",3
"2312","slap",3
"2313","slippers",3
"2314","smoking",3
"2315","soft",3
"2316","software",3
"2317","sorted",3
"2318","sorting",3
"2319","sory",3
"2320","soryda",3
"2321","soup",3
"2322","source",3
"2323","spanish",3
"2324","speechless",3
"2325","speed",3
"2326","spell",3
"2327","sports",3
"2328","sry",3
"2329","staff",3
"2330","stamps",3
"2331","standing",3
"2332","stars",3
"2333","starwars3",3
"2334","stomach",3
"2335","stomps",3
"2336","stops",3
"2337","storming",3
"2338","stranger",3
"2339","stress",3
"2340","strike",3
"2341","stuck",3
"2342","subpoly",3
"2343","subscribed",3
"2344","successful",3
"2345","successfully",3
"2346","suggest",3
"2347","sum1",3
"2348","suntec",3
"2349","supervisor",3
"2350","supply",3
"2351","suprman",3
"2352","sweetest",3
"2353","swimming",3
"2354","switch",3
"2355","swtheart",3
"2356","symbol",3
"2357","table",3
"2358","tablets",3
"2359","talent",3
"2360","tape",3
"2361","taylor",3
"2362","tcr",3
"2363","teacher",3
"2364","tease",3
"2365","telphone",3
"2366","temp",3
"2367","terrible",3
"2368","tessy",3
"2369","tests",3
"2370","textcomp",3
"2371","textoperator",3
"2372","thanksgiving",3
"2373","thm",3
"2374","threats",3
"2375","ths",3
"2376","tirupur",3
"2377","titles",3
"2378","tlp",3
"2379","toa",3
"2380","tog",3
"2381","toll",3
"2382","tom",3
"2383","tomarrow",3
"2384","touched",3
"2385","transfer",3
"2386","transfered",3
"2387","tscs",3
"2388","twelve",3
"2389","u4",3
"2390","ubi",3
"2391","uks",3
"2392","ummmmmaah",3
"2393","understood",3
"2394","university",3
"2395","upgrade",3
"2396","upload",3
"2397","urgently",3
"2398","usc",3
"2399","valid12hrs",3
"2400","valuable",3
"2401","vava",3
"2402","vegetables",3
"2403","verify",3
"2404","vettam",3
"2405","violence",3
"2406","vodka",3
"2407","voicemail",3
"2408","wa",3
"2409","wales",3
"2410","walked",3
"2411","wallpaper",3
"2412","walls",3
"2413","walmart",3
"2414","warner",3
"2415","wedding",3
"2416","welp",3
"2417","whenevr",3
"2418","whos",3
"2419","winning",3
"2420","wisdom",3
"2421","wise",3
"2422","wn",3
"2423","women",3
"2424","wrk",3
"2425","ws",3
"2426","wt",3
"2427","wud",3
"2428","xavier",3
"2429","xuhui",3
"2430","yeh",3
"2431","yor",3
"2432","yummy",3
"2433","008704050406",2
"2434","01223585334",2
"2435","02073162414",2
"2436","021",2
"2437","0578",2
"2438","07",2
"2439","07123456789",2
"2440","07734396839",2
"2441","07742676969",2
"2442","0776xxxxxxx",2
"2443","07781482378",2
"2444","07786200117",2
"2445","07821230901",2
"2446","08",2
"2447","08000407165",2
"2448","08000776320",2
"2449","08002888812",2
"2450","08002986030",2
"2451","08006344447",2
"2452","08081560665",2
"2453","0825",2
"2454","0844",2
"2455","08452810075over18",2
"2456","08700621170150p",2
"2457","08701417012150p",2
"2458","0870241182716",2
"2459","08706091795",2
"2460","08708034412",2
"2461","08709222922",2
"2462","08712101358",2
"2463","08712317606",2
"2464","08712400602450p",2
"2465","08712402050",2
"2466","08712405022",2
"2467","0871277810810",2
"2468","0871750",2
"2469","08718726270",2
"2470","08718730666",2
"2471","08718738001",2
"2472","08719180248",2
"2473","08719181513",2
"2474","09050001808",2
"2475","09050003091",2
"2476","09056242159",2
"2477","09058091854",2
"2478","09058094565",2
"2479","09058094597",2
"2480","09058094599",2
"2481","09058099801",2
"2482","09061213237",2
"2483","09061221061",2
"2484","09061701461",2
"2485","09061702893",2
"2486","09061743386",2
"2487","09061743806",2
"2488","09061744553",2
"2489","09064011000",2
"2490","09064012160",2
"2491","09064019014",2
"2492","09065171142",2
"2493","09065174042",2
"2494","09065989182",2
"2495","09066350750",2
"2496","09066358152",2
"2497","09066364311",2
"2498","09066364589",2
"2499","09066380611",2
"2500","09066382422",2
"2501","09094646899",2
"2502","1030",2
"2503","10ppm",2
"2504","113",2
"2505","12mths",2
"2506","13",2
"2507","150p16",2
"2508","153",2
"2509","165",2
"2510","169",2
"2511","177",2
"2512","18p",2
"2513","1hr",2
"2514","1win150ppmx3",2
"2515","2007",2
"2516","21870000",2
"2517","22",2
"2518","24hrs",2
"2519","250k",2
"2520","26th",2
"2521","27",2
"2522","28days",2
"2523","2c",2
"2524","2end",2
"2525","2find",2
"2526","2geva",2
"2527","2gthr",2
"2528","2marrow",2
"2529","2morro",2
"2530","2p",2
"2531","2rcv",2
"2532","2stop",2
"2533","2waxsto",2
"2534","2wks",2
"2535","2wt",2
"2536","2yr",2
"2537","300603",2
"2538","300p",2
"2539","30ish",2
"2540","30pp",2
"2541","3100",2
"2542","31p",2
"2543","326",2
"2544","3650",2
"2545","3680",2
"2546","373",2
"2547","3aj",2
"2548","3hrs",2
"2549","3ss",2
"2550","40",2
"2551","40533",2
"2552","41685",2
"2553","4403ldnw1a7rw18",2
"2554","447797706009",2
"2555","447801259231",2
"2556","450ppw",2
"2557","48",2
"2558","4882",2
"2559","4a",2
"2560","4d",2
"2561","4eva",2
"2562","4fil",2
"2563","4txt",2
"2564","5249",2
"2565","54",2
"2566","5free",2
"2567","5k",2
"2568","5pm",2
"2569","600",2
"2570","6031",2
"2571","61200",2
"2572","61610",2
"2573","630",2
"2574","65",2
"2575","674",2
"2576","69669",2
"2577","69696",2
"2578","69698",2
"2579","69866",2
"2580","69888",2
"2581","6days",2
"2582","6hl",2
"2583","6wu",2
"2584","700",2
"2585","7250",2
"2586","762",2
"2587","77",2
"2588","7876150ppm",2
"2589","7ish",2
"2590","80086",2
"2591","80608",2
"2592","8077",2
"2593","81010",2
"2594","82050",2
"2595","82468",2
"2596","83049",2
"2597","83383",2
"2598","85069",2
"2599","861",2
"2600","86888",2
"2601","872",2
"2602","88088",2
"2603","88222",2
"2604","88877",2
"2605","88888",2
"2606","89070",2
"2607","89080",2
"2608","89693",2
"2609","8am",2
"2610","8p",2
"2611","8pm",2
"2612","910",2
"2613","92h",2
"2614","930",2
"2615","99",2
"2616","ability",2
"2617","abj",2
"2618","absolutly",2
"2619","aburo",2
"2620","academic",2
"2621","accounts",2
"2622","acl03530150pm",2
"2623","aco",2
"2624","acted",2
"2625","acting",2
"2626","active",2
"2627","actor",2
"2628","actual",2
"2629","adam",2
"2630","addamsfa",2
"2631","admin",2
"2632","administrator",2
"2633","admit",2
"2634","adoring",2
"2635","ads",2
"2636","adventure",2
"2637","aeroplane",2
"2638","affair",2
"2639","ag",2
"2640","agalla",2
"2641","age23",2
"2642","agree",2
"2643","airtel",2
"2644","aka",2
"2645","alaipayuthe",2
"2646","algarve",2
"2647","ali",2
"2648","allowed",2
"2649","amused",2
"2650","amy",2
"2651","andros",2
"2652","animation",2
"2653","annie",2
"2654","anniversary",2
"2655","annoying",2
"2656","anot",2
"2657","answered",2
"2658","anthony",2
"2659","aom",2
"2660","apo",2
"2661","applebees",2
"2662","application",2
"2663","appreciated",2
"2664","approx",2
"2665","aproach",2
"2666","arent",2
"2667","arm",2
"2668","arts",2
"2669","ashley",2
"2670","asp",2
"2671","atlast",2
"2672","attached",2
"2673","audrey",2
"2674","aunt",2
"2675","aunts",2
"2676","av",2
"2677","avoid",2
"2678","avoiding",2
"2679","aww",2
"2680","ayn",2
"2681","b4190604",2
"2682","ba",2
"2683","babies",2
"2684","bang",2
"2685","bar",2
"2686","base",2
"2687","batch",2
"2688","battle",2
"2689","bbd",2
"2690","bc",2
"2691","bck",2
"2692","bcm1896wc1n3xx",2
"2693","bcm4284",2
"2694","bear",2
"2695","bears",2
"2696","beauty",2
"2697","bec",2
"2698","bedrm",2
"2699","beg",2
"2700","begging",2
"2701","belive",2
"2702","beloved",2
"2703","beneath",2
"2704","beneficiary",2
"2705","benefits",2
"2706","bhaji",2
"2707","bids",2
"2708","billion",2
"2709","bills",2
"2710","biola",2
"2711","bird",2
"2712","birthdate",2
"2713","bk",2
"2714","bleh",2
"2715","blessed",2
"2716","blessing",2
"2717","blind",2
"2718","block",2
"2719","blonde",2
"2720","blu",2
"2721","bluff",2
"2722","blur",2
"2723","bone",2
"2724","bootydelious",2
"2725","borin",2
"2726","borrow",2
"2727","box177",2
"2728","box326",2
"2729","box334sk38ch",2
"2730","box385",2
"2731","boyfriend",2
"2732","brah",2
"2733","brandy",2
"2734","bray",2
"2735","bread",2
"2736","breath",2
"2737","breathe",2
"2738","bristol",2
"2739","british",2
"2740","britney",2
"2741","broad",2
"2742","broken",2
"2743","bruce",2
"2744","bruv",2
"2745","buffet",2
"2746","build",2
"2747","bulbs",2
"2748","burning",2
"2749","burns",2
"2750","buses",2
"2751","c52",2
"2752","calculation",2
"2753","cali",2
"2754","call09050000327",2
"2755","calld",2
"2756","callfreefone",2
"2757","calm",2
"2758","cancelled",2
"2759","capital",2
"2760","cappuccino",2
"2761","cared",2
"2762","careers",2
"2763","caroline",2
"2764","cashbin",2
"2765","cashto",2
"2766","castor",2
"2767","causing",2
"2768","cdgt",2
"2769","celebration",2
"2770","chances",2
"2771","channel",2
"2772","charles",2
"2773","chart",2
"2774","chase",2
"2775","cheat",2
"2776","cheating",2
"2777","cheese",2
"2778","cherish",2
"2779","chest",2
"2780","chip",2
"2781","chocolate",2
"2782","christ",2
"2783","claims",2
"2784","clark",2
"2785","classes",2
"2786","cld",2
"2787","clearing",2
"2788","clever",2
"2789","closes",2
"2790","clothes",2
"2791","cm",2
"2792","cme",2
"2793","cnn",2
"2794","coast",2
"2795","coat",2
"2796","cochin",2
"2797","coin",2
"2798","color",2
"2799","colours",2
"2800","combine",2
"2801","comfort",2
"2802","commercial",2
"2803","compare",2
"2804","complaint",2
"2805","completed",2
"2806","compromised",2
"2807","condition",2
"2808","conducts",2
"2809","confirmd",2
"2810","conform",2
"2811","confused",2
"2812","confuses",2
"2813","connections",2
"2814","console",2
"2815","constant",2
"2816","contacts",2
"2817","continue",2
"2818","control",2
"2819","convinced",2
"2820","convincing",2
"2821","cooked",2
"2822","cookies",2
"2823","coping",2
"2824","correction",2
"2825","costing",2
"2826","count",2
"2827","countin",2
"2828","courage",2
"2829","cousin",2
"2830","covers",2
"2831","cr01327bt",2
"2832","crap",2
"2833","crash",2
"2834","craziest",2
"2835","creep",2
"2836","creepy",2
"2837","cricketer",2
"2838","crisis",2
"2839","crore",2
"2840","csbcm4235wc1n3xx",2
"2841","csh11",2
"2842","ctxt",2
"2843","cuddling",2
"2844","curious",2
"2845","curry",2
"2846","custom",2
"2847","customers",2
"2848","cutting",2
"2849","dan",2
"2850","dance",2
"2851","dancing",2
"2852","darlings",2
"2853","datebox1282essexcm61xn",2
"2854","datz",2
"2855","dbuk",2
"2856","dealer",2
"2857","dealing",2
"2858","deciding",2
"2859","decisions",2
"2860","dedicate",2
"2861","dedicated",2
"2862","deepak",2
"2863","deeraj",2
"2864","defeat",2
"2865","definite",2
"2866","delay",2
"2867","delete",2
"2868","delhi",2
"2869","demand",2
"2870","denis",2
"2871","department",2
"2872","depressed",2
"2873","desert",2
"2874","desires",2
"2875","desparate",2
"2876","desperate",2
"2877","detroit",2
"2878","deus",2
"2879","develop",2
"2880","devouring",2
"2881","dhoni",2
"2882","dial",2
"2883","diamonds",2
"2884","difference",2
"2885","difficulties",2
"2886","dime",2
"2887","ding",2
"2888","dining",2
"2889","disclose",2
"2890","disconnect",2
"2891","discreet",2
"2892","discussed",2
"2893","distract",2
"2894","disturbing",2
"2895","division",2
"2896","divorce",2
"2897","diwali",2
"2898","dobby",2
"2899","dokey",2
"2900","dollar",2
"2901","donno",2
"2902","dorm",2
"2903","doubt",2
"2904","dough",2
"2905","downloaded",2
"2906","dr",2
"2907","dracula",2
"2908","dressed",2
"2909","drinkin",2
"2910","driver",2
"2911","drms",2
"2912","drove",2
"2913","drpd",2
"2914","drunken",2
"2915","dt",2
"2916","duchess",2
"2917","dumb",2
"2918","durban",2
"2919","ear",2
"2920","earn",2
"2921","easily",2
"2922","east",2
"2923","eastenders",2
"2924","easter",2
"2925","ebay",2
"2926","edge",2
"2927","edison",2
"2928","ee",2
"2929","eek",2
"2930","effect",2
"2931","effects",2
"2932","eighth",2
"2933","eire",2
"2934","ela",2
"2935","elaine",2
"2936","electricity",2
"2937","en",2
"2938","engin",2
"2939","enjoyin",2
"2940","entry41",2
"2941","environment",2
"2942","epsilon",2
"2943","ericsson",2
"2944","eta",2
"2945","eurodisinc",2
"2946","europe",2
"2947","eveb",2
"2948","evenings",2
"2949","event",2
"2950","everyday",2
"2951","evr",2
"2952","evrey",2
"2953","evry",2
"2954","evrydy",2
"2955","excuses",2
"2956","exeter",2
"2957","exhaust",2
"2958","exmpel",2
"2959","exorcist",2
"2960","expired",2
"2961","explicit",2
"2962","explosive",2
"2963","expression",2
"2964","expressoffer",2
"2965","ey",2
"2966","fab",2
"2967","faggy",2
"2968","fails",2
"2969","faith",2
"2970","fake",2
"2971","falling",2
"2972","fan",2
"2973","fastest",2
"2974","fav",2
"2975","favorite",2
"2976","field",2
"2977","fights",2
"2978","figures",2
"2979","filled",2
"2980","filling",2
"2981","filthy",2
"2982","fire",2
"2983","fixedline",2
"2984","flaky",2
"2985","flame",2
"2986","flies",2
"2987","flip",2
"2988","flirting",2
"2989","flowing",2
"2990","fly",2
"2991","fo",2
"2992","foley",2
"2993","foot",2
"2994","forgets",2
"2995","forgiven",2
"2996","forgotten",2
"2997","form",2
"2998","format",2
"2999","forms",2
"3000","forum",2
"3001","forums",2
"3002","frauds",2
"3003","free2day",2
"3004","freedom",2
"3005","fret",2
"3006","fringe",2
"3007","frog",2
"3008","front",2
"3009","fucked",2
"3010","fujitsu",2
"3011","funeral",2
"3012","funk",2
"3013","funky",2
"3014","furniture",2
"3015","g696ga",2
"3016","gain",2
"3017","galileo",2
"3018","gamestar",2
"3019","ganesh",2
"3020","garbage",2
"3021","garden",2
"3022","gastroenteritis",2
"3023","gaytextbuddy",2
"3024","geeeee",2
"3025","gender",2
"3026","genius",2
"3027","gent",2
"3028","george",2
"3029","getstop",2
"3030","gf",2
"3031","ghost",2
"3032","gibbs",2
"3033","gifted",2
"3034","gin",2
"3035","gist",2
"3036","gnt",2
"3037","go2",2
"3038","goals",2
"3039","gods",2
"3040","gold",2
"3041","goldviking",2
"3042","goodfriend",2
"3043","goodnoon",2
"3044","goodo",2
"3045","gpu",2
"3046","gr8prizes",2
"3047","grace",2
"3048","granite",2
"3049","grave",2
"3050","grow",2
"3051","growing",2
"3052","guessing",2
"3053","gv",2
"3054","gving",2
"3055","habit",2
"3056","hallaq",2
"3057","hamster",2
"3058","hang",2
"3059","happily",2
"3060","headin",2
"3061","heading",2
"3062","heads",2
"3063","hearts",2
"3064","heater",2
"3065","held",2
"3066","helen",2
"3067","helloooo",2
"3068","help08718728876",2
"3069","helpline",2
"3070","henry",2
"3071","hes",2
"3072","hex",2
"3073","hide",2
"3074","hlp",2
"3075","hm",2
"3076","hockey",2
"3077","hol",2
